brand,model,transmission,make_year,reg_year,fuel_type,engine_capacity(CC),km_driven,ownership,price,overall_cost,has_insurance,spare_key,reg_number,title
Hyundai,Creta SX 1.6 DIESEL,Manual,2015,,Diesel,1582,62018,2nd owner,763000,16964,TRUE,Yes,MH05,2015 Hyundai Creta SX 1.6 DIESEL
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,Petrol,1197,20257,2nd owner,466000,9111,TRUE,Yes,MH43,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Skoda,Rapid STYLE 1.6 MPI,Manual,2018,,Petrol,1598,59417,1st owner,660000,12903,TRUE,Yes,MH01,2018 Skoda Rapid STYLE 1.6 MPI
Tata,Harrier XZA PLUS 2.0L DARK EDITION,Automatic,2021,,Diesel,1956,31539,1st owner,1822000,34680,TRUE,Yes,MH03,2021 Tata Harrier XZA PLUS 2.0L DARK EDITION
Honda,City 1.5L I-VTEC VX CVT,Automatic,2016,,Petrol,1497,75181,1st owner,609000,11906,TRUE,Yes,MH43,2016 Honda City 1.5L I-VTEC VX CVT
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2021,,Petrol,998,19689,1st owner,1004000,19110,TRUE,No,MH04,2021 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2020,,Petrol,1462,23821,1st owner,849000,16154,TRUE,No,MH02,2020 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019,,Petrol,998,113735,1st owner,794000,17658,TRUE,Yes,MH01,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Hyundai,Creta SX 1.6 PETROL,Manual,2019,,Petrol,1591,70490,2nd owner,838000,15951,TRUE,No,MH03,2019 Hyundai Creta SX 1.6 PETROL
Maruti,Swift Dzire ZDI,Manual,2013,,Diesel,1248,120107,1st owner,429000,14249,TRUE,Yes,MH01,2013 Maruti Swift Dzire ZDI
Maruti,IGNIS ALPHA 1.2,Manual,2019,,Petrol,1197,22343,2nd owner,518000,10137,TRUE,No,MH01,2019 Maruti IGNIS ALPHA 1.2
Hyundai,GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT,Automatic,2020,,Petrol,1197,13350,1st owner,647000,12642,TRUE,No,MH47,2020 Hyundai GRAND I10 NIOS SPORTZ AMT 1.2 KAPPA VTVT
Tata,ALTROZ XZ PETROL,Manual,2020,,Petrol,1199,11670,1st owner,655000,12805,TRUE,Yes,MH02,2020 Tata ALTROZ XZ PETROL
Honda,WR-V 1.2L I-VTEC VX MT,Manual,2018,,Petrol,1199,22652,1st owner,668000,13060,TRUE,Yes,MH02,2018 Honda WR-V 1.2L I-VTEC VX MT
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591,39827,1st owner,710000,13881,TRUE,No,MH02,2017 Hyundai Creta E PLUS 1.6 PETROL
Maruti,Wagon R 1.0 LXI CNG,Manual,2013,,CNG,998,75494,2nd owner,268000,12616,TRUE,Yes,MH46,2013 Maruti Wagon R 1.0 LXI CNG
Honda,Jazz 1.2L I-VTEC ZX CVT,Automatic,2021,,Petrol,1199,10102,1st owner,813000,15475,TRUE,No,MH03,2021 Honda Jazz 1.2L I-VTEC ZX CVT
Maruti,S PRESSO VXI PLUS AMT,Automatic,2019,,Petrol,998,21125,1st owner,435000,8503,TRUE,No,MH01,2019 Maruti S PRESSO VXI PLUS AMT
Hyundai,NEW SANTRO SPORTZ CNG,Manual,2019,,CNG,1086,73743,1st owner,455000,8902,TRUE,No,MH05,2019 Hyundai NEW SANTRO SPORTZ CNG
Tata,ALTROZ XZA PLUS,Automatic,2022,,Petrol,1199,18364,1st owner,833000,15862,TRUE,No,MH03,2022 Tata ALTROZ XZA PLUS
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998,32861,1st owner,339000,7541,TRUE,Yes,MH02,2014 Maruti Celerio VXI AMT
Volkswagen,Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY,Automatic,2019,,Diesel,1498,60683,2nd owner,649000,12688,TRUE,Yes,MH47,2019 Volkswagen Ameo HIGHLINE PLUS 1.5L AT 16 ALLOY
Renault,Duster RXS OPT CVT,Automatic,2019,,Petrol,1498,24227,1st owner,708000,13842,TRUE,No,MH43,2019 Renault Duster RXS OPT CVT
Maruti,Celerio VXI AMT,Automatic,2014,,Petrol,998,98502,1st owner,300000,6673,TRUE,No,MH43,2014 Maruti Celerio VXI AMT
Hyundai,i10 SPORTZ 1.2,Manual,2012,,Petrol,1197,35570,2nd owner,225000,7488,TRUE,Yes,MH04,2012 Hyundai i10 SPORTZ 1.2
Maruti,Wagon R 1.0 LXI CNG,Manual,2014,,CNG,998,105898,2nd owner,291000,9665,TRUE,No,MH02,2014 Maruti Wagon R 1.0 LXI CNG
Tata,NEXON XZA PLUS DIESEL KAZIRANGA,Automatic,2022,,Diesel,,37152,1st owner,1177000,22411,TRUE,Yes,MH43,2022 Tata NEXON XZA PLUS DIESEL KAZIRANGA
Maruti,New Wagon-R ZXI 1.2,Manual,2022,,Petrol,1197,20987,1st owner,569000,11124,TRUE,Yes,MH05,2022 Maruti New Wagon-R ZXI 1.2
Volkswagen,Polo HIGHLINE1.5L,Manual,2016,,Diesel,1498,75313,3rd owner,476000,9306,TRUE,Yes,MH03,2016 Volkswagen Polo HIGHLINE1.5L
Maruti,Wagon R 1.0 LXI CNG,Manual,2014,,CNG,998,81895,1st owner,312000,10360,TRUE,No,MH04,2014 Maruti Wagon R 1.0 LXI CNG
Maruti,Wagon R 1.0 VXI AMT,Automatic,2017,,Petrol,998,78451,1st owner,368000,7194,TRUE,No,MH47,2017 Maruti Wagon R 1.0 VXI AMT
Maruti,Celerio ZXI AMT,Automatic,2017,,Petrol,998,33857,2nd owner,396000,7742,TRUE,Yes,MH47,2017 Maruti Celerio ZXI AMT
Maruti,Baleno DELTA PETROL 1.2,Manual,2017,,Petrol,1197,30064,2nd owner,503000,9834,TRUE,Yes,MH04,2017 Maruti Baleno DELTA PETROL 1.2
Hyundai,Xcent S 1.2,Manual,2014,,Petrol,1197,55106,1st owner,370000,8230,TRUE,Yes,MH02,2014 Hyundai Xcent S 1.2
Honda,City 1.5L I-VTEC V MT,Manual,2017,,Petrol,1497,22437,2nd owner,708000,13839,TRUE,Yes,MH03,2017 Honda City 1.5L I-VTEC V MT
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2016,,Petrol,1591,87471,1st owner,810000,15418,TRUE,Yes,MH43,2016 Hyundai Creta SX PLUS AT 1.6 PETROL
Hyundai,NEW SANTRO MAGNA,Manual,2019,,Petrol,1086,16497,1st owner,413000,8068,TRUE,No,MH05,2019 Hyundai NEW SANTRO MAGNA
Maruti,S PRESSO VXI (O) CNG,Manual,2021,,CNG,998,48375,1st owner,432000,8439,TRUE,Yes,MH48,2021 Maruti S PRESSO VXI (O) CNG
Honda,City 1.5L I-VTEC VX CVT,Automatic,2016,,Petrol,1497,73098,1st owner,653000,12766,TRUE,No,MH02,2016 Honda City 1.5L I-VTEC VX CVT
Hyundai,Elite i20 SPORTZ 1.2,Manual,2016,,Petrol,1197,50900,1st owner,507000,9911,TRUE,Yes,MH04,2016 Hyundai Elite i20 SPORTZ 1.2
Maruti,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,2021,,Petrol,1462,29638,1st owner,865000,16464,TRUE,No,MH04,2021 Maruti Ciaz DELTA AT 1.5 SHVS PETROL
Tata,ALTROZ XZA,Automatic,2022,,Petrol,1199,10206,1st owner,785000,15344,TRUE,Yes,MH04,2022 Tata ALTROZ XZA
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2017,,Petrol,1591,91126,2nd owner,831000,15817,TRUE,No,MH01,2017 Hyundai Creta SX PLUS AT 1.6 PETROL
Hyundai,Xcent S 1.2,Manual,2014,,Petrol,1197,68981,2nd owner,360000,8004,TRUE,Yes,MH12,2014 Hyundai Xcent S 1.2
Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Automatic,2018,,Petrol,1197,86975,1st owner,478000,9345,TRUE,No,MH48,2018 Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT
Mahindra,XUV300 W6 1.2 PETROL AMT,Automatic,2022,,Petrol,1197,13010,2nd owner,844000,16059,TRUE,Yes,MH01,2022 Mahindra XUV300 W6 1.2 PETROL AMT
Mahindra,XUV300 W6 1.5 DIESEL,Manual,2022,,Diesel,,16539,1st owner,973000,18520,TRUE,Yes,MH03,2022 Mahindra XUV300 W6 1.5 DIESEL
Hyundai,GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG,Manual,2022,,CNG,1197,21570,1st owner,722000,14121,TRUE,No,MH46,2022 Hyundai GRAND I10 NIOS SPORTZ 1.2 KAPPA VTVT CNG
Maruti,Wagon R 1.0 VXI,Manual,2015,,Petrol,998,55946,2nd owner,306000,5982,TRUE,No,MH04,2015 Maruti Wagon R 1.0 VXI
Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2021,,Petrol,1462,33769,1st owner,906000,17237,TRUE,Yes,MH03,2021 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591,93555,2nd owner,669000,13077,TRUE,Yes,MH01,2017 Hyundai Creta E PLUS 1.6 PETROL
Honda,Amaze 1.2L I-VTEC V CVT,Automatic,2019,,Petrol,1498,39531,1st owner,682000,13335,TRUE,Yes,MH02,2019 Honda Amaze 1.2L I-VTEC V CVT
Hyundai,NEW SANTRO SPORTZ CNG,Manual,2019,,CNG,1086,109255,1st owner,450000,10018,TRUE,No,MH05,2019 Hyundai NEW SANTRO SPORTZ CNG
Tata,NEXON XZA PLUS PETROL,Automatic,2018,,Petrol,1198,33970,1st owner,776000,15180,TRUE,No,MH03,2018 Tata NEXON XZA PLUS PETROL
Honda,WR-V 1.5L I-DTEC VX MT,Manual,2018,,Diesel,1498,100986,1st owner,699000,15556,TRUE,Yes,MH01,2018 Honda WR-V 1.5L I-DTEC VX MT
Maruti,Wagon R 1.0 LXI CNG,Manual,2014,,CNG,998,95135,1st owner,311000,10328,TRUE,Yes,MH05,2014 Maruti Wagon R 1.0 LXI CNG
Ford,Ecosport TITANIUM 1.5L PETROL,Manual,2019,,Petrol,1497,21769,2nd owner,725000,14180,TRUE,Yes,MH47,2019 Ford Ecosport TITANIUM 1.5L PETROL
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591,75175,1st owner,722000,14115,TRUE,No,MH04,2017 Hyundai Creta E PLUS 1.6 PETROL
Hyundai,VENUE SX PLUS 1.0 TURBO DCT,Automatic,2019,,Petrol,998,56522,1st owner,867000,16503,TRUE,Yes,MH04,2019 Hyundai VENUE SX PLUS 1.0 TURBO DCT
Mahindra,XUV300 W8 (O) 1.2 PETROL AMT,Automatic,2021,,Petrol,1197,41278,1st owner,953000,18133,TRUE,No,MH03,2021 Mahindra XUV300 W8 (O) 1.2 PETROL AMT
Maruti,Wagon R 1.0 VXI,Manual,2014,,Petrol,998,42307,1st owner,303000,6730,TRUE,Yes,MH04,2014 Maruti Wagon R 1.0 VXI
Tata,ALTROZ XZ PETROL,Manual,2020,,Petrol,1199,23825,1st owner,663000,12962,TRUE,No,MH05,2020 Tata ALTROZ XZ PETROL
Maruti,Ciaz DELTA AT 1.5 SHVS PETROL,Automatic,2021,,Petrol,1462,17099,1st owner,886000,16859,TRUE,No,MH04,2021 Maruti Ciaz DELTA AT 1.5 SHVS PETROL
Renault,TRIBER RXZ,Manual,2019,,Petrol,999,56210,1st owner,640000,12508,TRUE,No,MH43,2019 Renault TRIBER RXZ
Maruti,Ciaz ALPHA  AT 1.5 SHVS PETROL,Automatic,2020,,Petrol,1462,31214,1st owner,843000,16042,TRUE,No,MH47,2020 Maruti Ciaz ALPHA  AT 1.5 SHVS PETROL
Hyundai,i10 SPORTZ 1.2,Manual,2012,,Petrol,1197,118765,1st owner,227000,7540,TRUE,No,MH05,2012 Hyundai i10 SPORTZ 1.2
Honda,City 1.5L I-VTEC SV,Manual,2017,,Petrol,1497,49696,1st owner,583000,11397,TRUE,Yes,MH02,2017 Honda City 1.5L I-VTEC SV
Hyundai,Xcent S 1.2,Manual,2015,,Petrol,1197,24126,1st owner,403000,7879,TRUE,Yes,MH47,2015 Hyundai Xcent S 1.2
Maruti,Baleno ZETA CVT PETROL 1.2,Automatic,2021,,Petrol,1197,16690,1st owner,779000,15220,TRUE,Yes,MH04,2021 Maruti Baleno ZETA CVT PETROL 1.2
Maruti,Ertiga VXI CNG,Manual,2014,,CNG,1373,62157,2nd owner,592000,19649,TRUE,Yes,MH04,2014 Maruti Ertiga VXI CNG
Maruti,Swift ZXI,Manual,2013,,Petrol,1197,42338,1st owner,315000,8295,TRUE,No,MH46,2013 Maruti Swift ZXI
Hyundai,Xcent S 1.2,Manual,2016,,Petrol,1197,95851,3rd owner,324000,6334,TRUE,Yes,MH43,2016 Hyundai Xcent S 1.2
Maruti,Alto LXI,Manual,2021,,Petrol,796,26866,1st owner,334000,6537,TRUE,Yes,MH04,2021 Maruti Alto LXI
Hyundai,Grand i10 ASTA 1.2 KAPPA VTVT,Manual,2015,,Petrol,1197,47367,2nd owner,380000,7430,TRUE,Yes,MH02,2015 Hyundai Grand i10 ASTA 1.2 KAPPA VTVT
Maruti,Ciaz VDI SHVS,Manual,2016,,Diesel,1248,96990,1st owner,563000,11013,TRUE,No,MH02,2016 Maruti Ciaz VDI SHVS
Skoda,Rapid STYLE 1.6 MPI AT,Automatic,2017,,Petrol,1598,89856,1st owner,563000,11007,TRUE,Yes,MH04,2017 Skoda Rapid STYLE 1.6 MPI AT
Hyundai,i20 Active 1.2 SX,Manual,2015,,Petrol,1197,116660,1st owner,424000,9432,TRUE,Yes,MH02,2015 Hyundai i20 Active 1.2 SX
Tata,TIGOR XZ PLUS CNG,Manual,2022,,CNG,1199,18438,2nd owner,700000,13689,TRUE,No,MH46,2022 Tata TIGOR XZ PLUS CNG
Renault,Kwid RXT 1.0 AMT (O),Automatic,2019,,Petrol,999,23547,1st owner,396000,7733,TRUE,Yes,MH47,2019 Renault Kwid RXT 1.0 AMT (O)
Maruti,Baleno ALPHA DIESEL 1.3,Manual,2017,,Diesel,1248,73649,1st owner,545000,10655,TRUE,No,MH04,2017 Maruti Baleno ALPHA DIESEL 1.3
Maruti,Wagon R 1.0 LXI CNG,Manual,2017,,CNG,998,57012,2nd owner,363000,7097,TRUE,Yes,MH47,2017 Maruti Wagon R 1.0 LXI CNG
Tata,Tiago XZ PETROL,Manual,2018,,Petrol,1199,76127,2nd owner,390000,7625,TRUE,Yes,MH46,2018 Tata Tiago XZ PETROL
Maruti,Ciaz ZETA 1.5 SHVS MT PETROL,Manual,2018,,Petrol,1462,18001,1st owner,740000,14466,TRUE,No,MH02,2018 Maruti Ciaz ZETA 1.5 SHVS MT PETROL
KIA,SELTOS GTX PLUS DCT 1.4 PETROL,Automatic,2021,,Petrol,1353,33728,2nd owner,1413000,26895,TRUE,Yes,MH02,2021 KIA SELTOS GTX PLUS DCT 1.4 PETROL
Hyundai,Elite i20 SPORTZ 1.2,Manual,2016,,Petrol,1197,52603,3rd owner,424000,8288,TRUE,No,MH04,2016 Hyundai Elite i20 SPORTZ 1.2
Maruti,IGNIS ZETA 1.2,Manual,2022,,Petrol,1197,6992,1st owner,610000,11926,TRUE,Yes,MH03,2022 Maruti IGNIS ZETA 1.2
Tata,Tiago XZA PLUS PETROL,Automatic,2021,,Petrol,1199,8319,1st owner,638000,12478,TRUE,Yes,MH04,2021 Tata Tiago XZA PLUS PETROL
Maruti,Swift VXI,Manual,2017,,Petrol,1197,57535,2nd owner,468000,9152,TRUE,No,MH04,2017 Maruti Swift VXI
Toyota,Glanza V CVT,Automatic,2019,,Petrol,1197,15891,1st owner,793000,15510,TRUE,No,MH47,2019 Toyota Glanza V CVT
Honda,City 1.5L I-VTEC VX CVT,Automatic,2016,,Petrol,1497,59119,1st owner,605000,11828,TRUE,Yes,MH01,2016 Honda City 1.5L I-VTEC VX CVT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2016,,Petrol,1197,55599,1st owner,376000,7350,TRUE,No,MH04,2016 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Hyundai,Creta E PLUS 1.6 PETROL,Manual,2017,,Petrol,1591,101207,2nd owner,665000,14793,TRUE,Yes,MH01,2017 Hyundai Creta E PLUS 1.6 PETROL
Honda,Jazz 1.2L I-VTEC VX CVT,Automatic,2022,,Petrol,1199,4980,1st owner,865000,16467,TRUE,No,MH03,2022 Honda Jazz 1.2L I-VTEC VX CVT
Hyundai,Creta SX PLUS AT 1.6 PETROL,Automatic,2016,,Petrol,1591,57500,3rd owner,747000,14604,TRUE,No,MH01,2016 Hyundai Creta SX PLUS AT 1.6 PETROL
Toyota,Etios Liva G,Manual,2011,,Petrol,1197,75479,1st owner,244000,11503,TRUE,No,MH05,2011 Toyota Etios Liva G
Hyundai,Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT,Automatic,2017,,Petrol,1197,25723,1st owner,533000,10419,TRUE,No,MH47,2017 Hyundai Grand i10 SPORTZ (O) AT 1.2 KAPPA VTVT
Tata,NEXON XZA PLUS PETROL DUAL TONE,Automatic,2018,,Petrol,1198,28234,2nd owner,717000,14010,TRUE,Yes,MH04,2018 Tata NEXON XZA PLUS PETROL DUAL TONE
Maruti,New Wagon-R LXI CNG 1.0,Manual,2021,,CNG,998,31051,1st owner,561000,10966,TRUE,Yes,MH05,2021 Maruti New Wagon-R LXI CNG 1.0
Datsun,Go T,Manual,2015,,Petrol,1198,12517,1st owner,207000,4047,TRUE,Yes,MH04,2015 Datsun Go T
Tata,TIGOR XZ PETROL,Manual,2020,,Petrol,1199,24485,1st owner,562000,10980,TRUE,No,MH04,2020 Tata TIGOR XZ PETROL
Hyundai,NEW SANTRO SPORTZ MT,Manual,2020,,Petrol,1086,12233,1st owner,465000,9091,TRUE,No,MH46,2020 Hyundai NEW SANTRO SPORTZ MT
Maruti,IGNIS DELTA 1.2 AMT,Automatic,2022,,Petrol,1197,4145,1st owner,622000,12169,TRUE,Yes,MH04,2022 Maruti IGNIS DELTA 1.2 AMT
Maruti,New Wagon-R LXI CNG (O) 1.0,Manual,2021,,CNG,998,35095,1st owner,587000,11477,TRUE,Yes,MH03,2021 Maruti New Wagon-R LXI CNG (O) 1.0
Maruti,Vitara Brezza ZXI PLUS AT SHVS,Automatic,2020,,Petrol,1462,85633,1st owner,914000,17396,TRUE,Yes,MH04,2020 Maruti Vitara Brezza ZXI PLUS AT SHVS
Hyundai,Verna 1.6 VTVT SX (O) AT,Automatic,2018,,Petrol,1591,47491,2nd owner,833000,15853,TRUE,Yes,MH47,2018 Hyundai Verna 1.6 VTVT SX (O) AT
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2018,,CNG,1197,78127,1st owner,478000,9345,TRUE,No,MH47,2018 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Maruti,Ciaz ALPHA 1.4 PETROL,Manual,2017,,Petrol,1373,73885,1st owner,630000,12323,TRUE,Yes,MH48,2017 Maruti Ciaz ALPHA 1.4 PETROL
Hyundai,i10 SPORTZ 1.2,Manual,2012,,Petrol,1197,48379,2nd owner,223000,7417,TRUE,Yes,MH03,2012 Hyundai i10 SPORTZ 1.2
Tata,PUNCH ACCOMPLISHED MT CNG,Manual,2023,,CNG,,6914,1st owner,864000,16445,TRUE,No,MH02,2023 Tata PUNCH ACCOMPLISHED MT CNG
Hyundai,Elite i20 ASTA 1.2,Manual,2015,,Petrol,1197,85279,1st owner,443000,8657,TRUE,Yes,MH03,2015 Hyundai Elite i20 ASTA 1.2
Hyundai,VENUE S 1.2,Manual,2019,,Petrol,1197,22288,1st owner,706000,13807,TRUE,No,MH02,2019 Hyundai VENUE S 1.2
Hyundai,NEW SANTRO SPORTZ CNG,Manual,2019,,CNG,1086,67667,1st owner,478000,9337,TRUE,No,MH05,2019 Hyundai NEW SANTRO SPORTZ CNG
Hyundai,Creta SX (O) 1.6 PETROL,Manual,2019,,Petrol,1591,24918,2nd owner,957000,18216,TRUE,Yes,MH01,2019 Hyundai Creta SX (O) 1.6 PETROL
Maruti,Wagon R 1.0 LXI CNG,Manual,2015,,CNG,998,26062,2nd owner,338000,8895,TRUE,Yes,MH04,2015 Maruti Wagon R 1.0 LXI CNG
Maruti,Celerio VXI CNG,Manual,2018,,CNG,998,59396,1st owner,460000,8989,TRUE,No,MH47,2018 Maruti Celerio VXI CNG
Honda,City 1.5L I-VTEC SV,Manual,2017,,Petrol,1497,38474,1st owner,659000,12886,TRUE,Yes,MH03,2017 Honda City 1.5L I-VTEC SV
Hyundai,Creta SX AT 1.6 PETROL,Automatic,2019,,Petrol,1591,69326,2nd owner,984000,18730,TRUE,Yes,MH04,2019 Hyundai Creta SX AT 1.6 PETROL
Skoda,Rapid 1.6 MPI ACTIVE,Manual,2014,,Petrol,1598,37099,1st owner,375000,8340,TRUE,No,MH03,2014 Skoda Rapid 1.6 MPI ACTIVE
Maruti,Ciaz ZXI AT,Automatic,2015,,Petrol,1373,104581,1st owner,520000,11560,TRUE,Yes,MH03,2015 Maruti Ciaz ZXI AT
Ford,Ecosport TITANIUM 1.5L PETROL AT,Automatic,2016,,Petrol,1499,88889,1st owner,509000,9942,TRUE,No,MH43,2016 Ford Ecosport TITANIUM 1.5L PETROL AT
Hyundai,Eon SPORTZ,Manual,2016,,Petrol,814,25768,1st owner,310000,6061,TRUE,No,MH05,2016 Hyundai Eon SPORTZ
Maruti,Ertiga VDI,Manual,2013,,Diesel,1248,33170,1st owner,603000,20028,TRUE,No,MH02,2013 Maruti Ertiga VDI
Volkswagen,Vento HIGHLINE PLUS 1.2 AT 16 ALLOY,Automatic,2017,,Petrol,1197,49485,1st owner,700000,13689,TRUE,No,MH46,2017 Volkswagen Vento HIGHLINE PLUS 1.2 AT 16 ALLOY
Hyundai,Verna 1.6 VTVT SX (O) AT,Automatic,2018,,Petrol,1591,50239,1st owner,846000,16103,TRUE,Yes,MH01,2018 Hyundai Verna 1.6 VTVT SX (O) AT
Hyundai,Elite i20 SPORTZ 1.2,Manual,2016,,Petrol,1197,39809,2nd owner,477000,9322,TRUE,No,MH46,2016 Hyundai Elite i20 SPORTZ 1.2
Volkswagen,Vento HIGHLINE 1.5 AT,Automatic,2018,,Diesel,1498,52400,1st owner,827000,15746,TRUE,Yes,MH04,2018 Volkswagen Vento HIGHLINE 1.5 AT
Maruti,Alto 800 LXI,Manual,2017,,Petrol,796,39594,1st owner,276000,5389,TRUE,Yes,MH03,2017 Maruti Alto 800 LXI
Maruti,Baleno ZETA PETROL 1.2,Manual,2019,,Petrol,1197,37102,1st owner,588000,11502,TRUE,No,MH43,2019 Maruti Baleno ZETA PETROL 1.2
Hyundai,Xcent S 1.2,Manual,2014,,Petrol,1197,61351,1st owner,378000,8419,TRUE,No,MH01,2014 Hyundai Xcent S 1.2
Maruti,New Wagon-R LXI CNG (O) 1.0,Manual,2020,,CNG,998,73361,1st owner,543000,10607,TRUE,No,MH05,2020 Maruti New Wagon-R LXI CNG (O) 1.0
Tata,NEXON XZ PLUS DIESEL,Manual,2018,,Diesel,1497,81020,2nd owner,754000,14740,TRUE,Yes,MH47,2018 Tata NEXON XZ PLUS DIESEL
KIA,SONET HTX PLUS 1.0 IMT,Manual,2020,,Petrol,998,36460,1st owner,975000,18558,TRUE,Yes,MH03,2020 KIA SONET HTX PLUS 1.0 IMT
Tata,NEXON XZ PLUS PETROL,Manual,2017,,Petrol,1198,35695,1st owner,680000,13294,TRUE,Yes,MH01,2017 Tata NEXON XZ PLUS PETROL
Maruti,Ertiga ZDI,Manual,2013,,Diesel,1248,35446,1st owner,706000,23434,TRUE,Yes,MH02,2013 Maruti Ertiga ZDI
Hyundai,Grand i10 SPORTZ AT 1.2 KAPPA VTVT,Automatic,2014,,Petrol,1197,26317,2nd owner,384000,8533,TRUE,Yes,MH02,2014 Hyundai Grand i10 SPORTZ AT 1.2 KAPPA VTVT
Honda,Brio VX MT,Manual,2014,,Petrol,1198,69540,2nd owner,302000,6728,TRUE,Yes,MH02,2014 Honda Brio VX MT
Hyundai,Creta SX AT 1.6 PETROL,Automatic,2018,,Petrol,1591,37871,1st owner,986000,18768,TRUE,Yes,MH04,2018 Hyundai Creta SX AT 1.6 PETROL
Hyundai,Creta S 1.4 DIESEL,Manual,2016,,Diesel,1396,62798,1st owner,773000,15109,TRUE,No,MH02,2016 Hyundai Creta S 1.4 DIESEL
Renault,TRIBER RXL AMT,Automatic,2021,,Petrol,999,60479,1st owner,536000,10471,TRUE,Yes,MH01,2021 Renault TRIBER RXL AMT
Hyundai,Grand i10 ASTA (O) 1.2 KAPPA VTVT,Manual,2016,,Petrol,1197,35360,1st owner,472000,9227,TRUE,No,MH02,2016 Hyundai Grand i10 ASTA (O) 1.2 KAPPA VTVT
Maruti,IGNIS DELTA 1.2,Manual,2020,,Petrol,1197,19761,2nd owner,504000,9856,TRUE,Yes,MH03,2020 Maruti IGNIS DELTA 1.2
Hyundai,Grand i10 SPORTZ 1.2 KAPPA VTVT,Manual,2015,,Petrol,1197,37724,1st owner,392000,7665,TRUE,No,MH04,2015 Hyundai Grand i10 SPORTZ 1.2 KAPPA VTVT
Maruti,Baleno ZETA PETROL 1.2,Manual,2021,,Petrol,1197,23937,1st owner,696000,13613,TRUE,Yes,MH43,2021 Maruti Baleno ZETA PETROL 1.2
Maruti,Ertiga VXI,Manual,2013,,Petrol,1373,51699,2nd owner,484000,12753,TRUE,Yes,MH02,2013 Maruti Ertiga VXI
Maruti,Celerio ZXI AMT (O),Automatic,2018,,Petrol,998,91832,1st owner,379000,7410,TRUE,No,MH43,2018 Maruti Celerio ZXI AMT (O)
Maruti,Baleno ALPHA CVT PETROL 1.2,Automatic,2018,,Petrol,1197,34853,1st owner,624000,12204,TRUE,No,MH43,2018 Maruti Baleno ALPHA CVT PETROL 1.2
Maruti,Ertiga VXI CNG,Manual,2014,,CNG,1373,67703,1st owner,589000,19576,TRUE,No,MH02,2014 Maruti Ertiga VXI CNG
Hyundai,NEW SANTRO SPORTZ CNG,Manual,2019,,CNG,1086,20018,1st owner,482000,9429,TRUE,No,MH05,2019 Hyundai NEW SANTRO SPORTZ CNG
Honda,City 1.5L I-VTEC VX CVT,Automatic,2016,,Petrol,1497,47586,1st owner,680000,13292,TRUE,Yes,MH47,2016 Honda City 1.5L I-VTEC VX CVT
Maruti,Ertiga VDI,Manual,2014,,Diesel,1248,59353,1st owner,635000,16732,TRUE,Yes,MH02,2014 Maruti Ertiga VDI
Mahindra,XUV500 W6,Manual,2014,,Diesel,2179,106699,2nd owner,510000,13430,TRUE,No,MH02,2014 Mahindra XUV500 W6
Maruti,Wagon R 1.0 LXI CNG,Manual,2016,,CNG,998,14023,1st owner,382000,8497,TRUE,No,MH01,2016 Maruti Wagon R 1.0 LXI CNG
Maruti,Ciaz ALPHA 1.4 PETROL,Manual,2018,,Petrol,1373,31149,1st owner,647000,12646,TRUE,Yes,MH02,2018 Maruti Ciaz ALPHA 1.4 PETROL
Skoda,SLAVIA STYLE 1.5L TSI DSG,Automatic,2022,,Petrol,1498,13242,1st owner,1591000,30283,TRUE,Yes,MH01,2022 Skoda SLAVIA STYLE 1.5L TSI DSG
Toyota,Etios Liva G,Manual,2013,,Petrol,1197,74113,1st owner,292000,7679,TRUE,No,MH02,2013 Toyota Etios Liva G
